timestamp|did-unr|unr-file-name|unr-title|unr-desc|creator|date-inst|site-name|site-address|lat-lon|sign-manf|sign-owner|lit-unlit|time-day|subj-fast|print-pub|rights|format|dcmi|prov|proj-name|unr-cit|corr-guide|dig-pub|contrib|int-ext|blank-1|staff-notes|date-img|blank-2|title-code|title-full
8/16/2020 16:02:02|NNN000011|EL-2-132 Midtown Motel 1950.tif; EL-2-133 Midtown Motel 1986.tif; EL-2-134 Midtown Motel 1986.tif|Mid-Town Motel pyon sign, Elko, Nevada: photographic print|<p>Exterior view of The Mid-Town Motel in Elko, NV. Images are from 1950 and 1986, including one view from a distance at night.</p>|Miller, Chelsea S. |1950|<p>Mid-Town Motel</p>|<p>294 Idaho St, Elko, NV 89801</p>|40.830811, -115.764668|||lit, unlit|day, night|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Motels -- http://id.worldcat.org/fast/1026838, Neon Sculpture -- http://id.worldcat.org/fast/1035829||http://rightsstatements.org/vocab/NKC/1.0/|image/tiff|image|Digitized materials: physical originals are not held by UNLV Special Collections and Archives|Northern Nevada Neon|(TBD by UNLV)|(TBD by UNLV)|University of Nevada, Las Vegas University Libraries|Nevada -- http://id.loc.gov/authorities/names/n79072726|Exterior|||1986||<p><p>Exterior view of The Mid-Town Motel in Elko, NV. Images are from 1950 and 1986, including one view from a distance at night.</p></p><p><p>Mid-Town Motel</p></p><p><p>294 Idaho St, Elko, NV 89801</p></p><p></p><p></p><p>lit, unlit</p><p>day, night</p><p>Exterior</p></br>|<p>Exterior view of The Mid-Town Motel in Elko, NV. Images are from 1950 and 1986, including one view from a distance at night. </p><p><p>Mid-Town Motel</p></p><p><p>294 Idaho St, Elko, NV 89801</p></p><p></p><p></p><p>lit, unlit</p><p>day, night</p><p>Exterior</p></br>
8/16/2020 16:11:12|NNN000012|EL-2-135 Star Lite Motel 1986.tif; EL-2-136 Star Lite motel 1986.tif|Star-Lite Motel pylon sign, Elko, Nevada: photographic print|<p>Exterior view of The Star-Lite Motel in Elko, NV during the night.</p>|Miller, Chelsea S. |XXXX||||||lit|night|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Motels -- http://id.worldcat.org/fast/1026838, Neon Sculpture -- http://id.worldcat.org/fast/1035829||http://rightsstatements.org/vocab/NKC/1.0/|image/tiff|image|Digitized materials: physical originals are not held by UNLV Special Collections and Archives|Northern Nevada Neon|(TBD by UNLV)|(TBD by UNLV)|University of Nevada, Las Vegas University Libraries|Nevada -- http://id.loc.gov/authorities/names/n79072727|Exterior|||1986||<p><p>Exterior view of The Star-Lite Motel in Elko, NV during the night.</p></p><p></p><p></p><p></p><p></p><p>lit</p><p>night</p><p>Exterior</p></br>|<p>Exterior view of The Star-Lite Motel in Elko, NV during the night. </p><p></p><p></p><p></p><p></p><p>lit</p><p>night</p><p>Exterior</p></br>
8/16/2020 16:14:59|NNN000013|EL-2-137 Elko Motel 1986.tif; EL-2-138 Elko Motel 1986.tif|Elko Motel pylon sign, Elko, Nevada: photographic print|<p>Exterior view of The Elko Motel in Elko, NV at night.</p>|Miller, Chelsea S. |XXXX||||||lit|night|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Motels -- http://id.worldcat.org/fast/1026838, Neon Sculpture -- http://id.worldcat.org/fast/1035829||http://rightsstatements.org/vocab/NKC/1.0/|image/tiff|image|Digitized materials: physical originals are not held by UNLV Special Collections and Archives|Northern Nevada Neon|(TBD by UNLV)|(TBD by UNLV)|University of Nevada, Las Vegas University Libraries|Nevada -- http://id.loc.gov/authorities/names/n79072728|Exterior|||1986||<p><p>Exterior view of The Elko Motel in Elko, NV at night.</p></p><p></p><p></p><p></p><p></p><p>lit</p><p>night</p><p>Exterior</p></br>|<p>Exterior view of The Elko Motel in Elko, NV at night. </p><p></p><p></p><p></p><p></p><p>lit</p><p>night</p><p>Exterior</p></br>
8/16/2020 16:26:16|NNN000014|EL-2-139 Manor Motor Lodge 1986.tif|Manor Motor Lodge pylon sign, Elko, Nevada: photographic print|<p>Exterior view of The Manor Motor Lodge in Elko, NV during the day.</p>|Miller, Chelsea S. |XXXX|<p>Manor Motor Lodge</p>|<p>185 Idaho St, Elko, NV 89801</p>|40.830525, -115.766205|||unlit|day|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838||http://rightsstatements.org/vocab/NKC/1.0/|image/tiff|image|Digitized materials: physical originals are not held by UNLV Special Collections and Archives|Northern Nevada Neon|(TBD by UNLV)|(TBD by UNLV)|University of Nevada, Las Vegas University Libraries|Nevada -- http://id.loc.gov/authorities/names/n79072729|Exterior|||1986||<p><p>Exterior view of The Manor Motor Lodge in Elko, NV during the day.</p></p><p><p>Manor Motor Lodge</p></p><p><p>185 Idaho St, Elko, NV 89801</p></p><p></p><p></p><p>unlit</p><p>day</p><p>Exterior</p></br>|<p>Exterior view of The Manor Motor Lodge in Elko, NV. </p><p><p>Manor Motor Lodge</p></p><p><p>185 Idaho St, Elko, NV 89801</p></p><p></p><p></p><p>unlit</p><p>day</p><p>Exterior</p></br>
8/18/2020 19:41:26|NNN000015|EL-2-140 Holiday Motel 1986.tif|Holiday Motel pylon and marquee sign, Elko, Nevada: photographic print|<p>Exterior view of The Holiday Motel in Elko, NV at night with lit neon.</p>|Miller, Chelsea S. |XXXX|<p>Holiday Motel</p>|<p>1276 Idaho St, Elko, NV 89801</p>|40.838660, -115.755979|||lit|night|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838||http://rightsstatements.org/vocab/NKC/1.0/|image/tiff|image|Digitized materials: physical originals are not held by UNLV Special Collections and Archives|Northern Nevada Neon|(TBD by UNLV)|(TBD by UNLV)|University of Nevada, Las Vegas University Libraries|Nevada -- http://id.loc.gov/authorities/names/n79072730|Exterior|||1986||<p><p>Exterior view of The Holiday Motel in Elko, NV at night with lit neon.</p></p><p><p>Holiday Motel</p></p><p><p>1276 Idaho St, Elko, NV 89801</p></p><p></p><p></p><p>lit</p><p>night</p><p>Exterior</p></br>|<p>Exterior view of The Holiday Motel in Elko, NV</p><p><p>Holiday Motel</p></p><p><p>1276 Idaho St, Elko, NV 89801</p></p><p></p><p></p><p>lit</p><p>night</p><p>Exterior</p></br>
8/18/2020 19:54:09|NNN000016|EL-3-001 Ranchinn Lodge 1947.tif; EL-3-002 Ranchinn Lodge 1940's.tif; EL-3-003 Ranchinn Lodge 1940's.tif; EL-3-004 Ranchinn Lodge 1950's.tif; EL-3-005 Ranch inn Lodge 1986.tif|Ranch Inn Motor Lodge pyon and marquee sign, Elko, Nevada: photographic print|<p>Exterior view of The Ranch Inn Motel-Casino in Elko, NV. Photos from 1940's, 1947, 1950's, and 1986. Photos include night and day shots.</p>|Unknown, Miller, Chelsea S.|1946||||||lit, unlit|day, night|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Casinos -- http://id.worldcat.org/fast/848246, Neon Sculpture -- http://id.worldcat.org/fast/1035829||http://rightsstatements.org/vocab/CNE/1.0/|image/tiff|image|Digitized materials: physical originals are not held by UNLV Special Collections and Archives|Northern Nevada Neon|(TBD by UNLV)|(TBD by UNLV)|University of Nevada, Las Vegas University Libraries|Nevada -- http://id.loc.gov/authorities/names/n79072731|Exterior||It used to be a root beer stand!|1986||<p><p>Exterior view of The Ranch Inn Motel-Casino in Elko, NV. Photos from 1940's, 1947, 1950's, and 1986. Photos include night and day shots.</p></p><p></p><p></p><p></p><p></p><p>lit, unlit</p><p>day, night</p><p>Exterior</p></br>|<p>Exterior view of The Ranch Inn Motel-Casino in Elko, NV. Photos from 1940's, 1947, 1950's, and 1986. Photos include night and day shots. </p><p></p><p></p><p></p><p></p><p>lit, unlit</p><p>day, night</p><p>Exterior</p></br>
8/18/2020 19:57:25|NNN000017|EL-3-006 Wagner's Drive Inn 1943.tif|Wagner's Drive Inn roof mounted sign, Elko, Nevada: photographic print|<p>Exterior view of Wagner's Drive Inn in Elko, NV during the day.</p>|Miller, Chelsea S. |1943||||||unlit|day|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829||http://rightsstatements.org/vocab/NKC/1.0/|image/tiff|image|Digitized materials: physical originals are not held by UNLV Special Collections and Archives|Northern Nevada Neon|(TBD by UNLV)|(TBD by UNLV)|University of Nevada, Las Vegas University Libraries|Nevada -- http://id.loc.gov/authorities/names/n79072732|Exterior|||1986||<p><p>Exterior view of Wagner's Drive Inn in Elko, NV during the day.</p></p><p></p><p></p><p></p><p></p><p>unlit</p><p>day</p><p>Exterior</p></br>|<p>Exterior view of Wagner's Drive Inn in Elko, NV.</p><p></p><p></p><p></p><p></p><p>unlit</p><p>day</p><p>Exterior</p></br>
8/18/2020 20:03:51|NNN000018|EL-3-007 Shorty's Club 1986.tif; EL-3-008 Shorty's Club 1986.tif; EL-3-009Shorty's Club 1986.tif|Shorty's Club flag mount wall sign, Elko, Nevada: photographic print|<p>Exterior view of Shorty's Club in Elko, NV shown during the day and at night in 1986.</p>|Miller, Chelsea S. |1978|||||<p>John Margolies 2015</p>|lit, unlit|day, night|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Bars (Drinking establishments) -- http://id.worldcat.org/fast/827779, Neon Sculpture -- http://id.worldcat.org/fast/1035829||http://rightsstatements.org/vocab/NKC/1.0/|image/tiff|image|Digitized materials: physical originals are not held by UNLV Special Collections and Archives|Northern Nevada Neon|(TBD by UNLV)|(TBD by UNLV)|University of Nevada, Las Vegas University Libraries|Nevada -- http://id.loc.gov/authorities/names/n79072733|Exterior||https://www.loc.gov/item/2017709738/|1986||<p><p>Exterior view of Shorty's Club in Elko, NV shown during the day and at night in 1986.</p></p><p></p><p></p><p></p><p><p>John Margolies 2015</p></p><p>lit, unlit</p><p>day, night</p><p>Exterior</p></br>|<p>Exterior view of Shorty's Club in Elko, NV shown during the day and at night in 1986. </p><p></p><p></p><p></p><p><p>John Margolies 2015</p></p><p>lit, unlit</p><p>day, night</p><p>Exterior</p></br>
8/18/2020 20:08:02|NNN000019|EL-3-010 Palm Saloon 1986.tif; EL-3-011 Palm Saloon 1986.tif|Palm Saloon banner sign, Elko, Nevada: photographic print|<p>Exterior view of The Palm Saloon in Elko, NV during the day.</p>|Miller, Chelsea S. |XXXX||<p>407 Railroad Street, Elko, NV 89801</p>||||unlit|day|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Bars (Drinking establishments) -- http://id.worldcat.org/fast/827779, Neon Sculpture -- http://id.worldcat.org/fast/1035829||http://rightsstatements.org/vocab/NKC/1.0/|image/tiff|image|Digitized materials: physical originals are not held by UNLV Special Collections and Archives|Northern Nevada Neon|(TBD by UNLV)|(TBD by UNLV)|University of Nevada, Las Vegas University Libraries|Nevada -- http://id.loc.gov/authorities/names/n79072734|Exterior|||1986||<p><p>Exterior view of The Palm Saloon in Elko, NV during the day.</p></p><p></p><p><p>407 Railroad Street, Elko, NV 89801</p></p><p></p><p></p><p>unlit</p><p>day</p><p>Exterior</p></br>|<p>Exterior view of The Palm Saloon in Elko, NV.</p><p></p><p><p>407 Railroad Street, Elko, NV 89801</p></p><p></p><p></p><p>unlit</p><p>day</p><p>Exterior</p></br>
8/19/2020 19:41:25|NNN000020|EL-3-012 Commercial Hotel 1986.tif; EL-3-013 Commercial Hotel 1986.tif; EL-3-014 Commercial Hotel 1986.tif|The Commercial Hotel roof mounted, fascia, and lettering signs, Elko, Nevada: photographic print|<p>Exterior view of The Commercial Casino in Elko, NV, as it is called today, was originally known as the Humboldt Lodging House it was built in 1869. When gambling became legalized, it was renamed. Views are during the day and at night.</p>|Miller, Chelsea S. |1941|<p>The Commercial</p>|<p>345 4th St, Elko, NV 89801</p>|40.831513, -115.763939|||lit, unlit|day, night|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Casinos -- http://id.worldcat.org/fast/848246, Hotels -- http://id.worldcat.org/fast/961767, Neon Sculpture -- http://id.worldcat.org/fast/1035829||http://rightsstatements.org/vocab/NKC/1.0/|image/tiff|image|Digitized materials: physical originals are not held by UNLV Special Collections and Archives|Northern Nevada Neon|(TBD by UNLV)|(TBD by UNLV)|University of Nevada, Las Vegas University Libraries|Nevada -- http://id.loc.gov/authorities/names/n79072735|Exterior|||1986||<p><p>Exterior view of The Commercial Casino in Elko, NV, as it is called today, was originally known as the Humboldt Lodging House it was built in 1869. When gambling became legalized, it was renamed. Views are during the day and at night.</p></p><p><p>The Commercial</p></p><p><p>345 4th St, Elko, NV 89801</p></p><p></p><p></p><p>lit, unlit</p><p>day, night</p><p>Exterior</p></br>|<p>Exterior view of The Commercial Casino in Elko, NV, as it is called today, was originally known as the Humboldt Lodging House it was built in 1869. When gambling became legalized, it was renamed. </p><p><p>The Commercial</p></p><p><p>345 4th St, Elko, NV 89801</p></p><p></p><p></p><p>lit, unlit</p><p>day, night</p><p>Exterior</p></br>
