did|uuid|url|title|body|citation|lat|lon|thumbnail|service|original|timestamp|did-unr|unr-file-name|unr-title|unr-desc|creator|date-inst|site-name|site-address|lat-lon|sign-manf|sign-owner|lit-unlit|time-day|subj-fast|print-pub|rights|format|dcmi|prov|proj-name|unr-cit|corr-guide|dig-pub|contrib|int-ext|blank-1|staff-notes|date-img|blank-2|title-code|title-full
NNN000328|9e0a9dc3-78eb-444d-a1d7-85766199f0c7|http://special.library.unlv.edu/ark:/62930/d1hq3vs0j|"Sonoma Inn signs, Winnemucca, Nevada: photographic print"|"<p>View of the Sonoma Inn during the day.</p></br>"|"NNN000328. Northern Nevada Neon, 1922-2021. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1hq3vs0j"|||http://special.library.unlv.edu/sites/default/files/2021-06/535997-Thumbnail%20Image.jpg|http://special.library.unlv.edu/system/files/2021-06/535997-Service%20File.jpg||||||"<p>View of the Sonoma Inn during the day.</p></br>"|||||||||||||||||||||||||||
NNN000329|db3109fa-7a8e-43aa-aed7-c93631b1c385|http://special.library.unlv.edu/ark:/62930/d18914j6j|"Farris Hotel roof and wall mounted signs, Winnemucca, Nevada: photographic print"|"<p>View of the Farris Hotel with lit neon.</p></br>"|"NNN000329. Northern Nevada Neon, 1922-2021. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d18914j6j"|||http://special.library.unlv.edu/sites/default/files/2021-06/535998-Thumbnail%20Image.jpg|http://special.library.unlv.edu/system/files/2021-06/535998-Service%20File.jpg||||||"<p>View of the Farris Hotel with lit neon.</p></br>"|||||||||||||||||||||||||||
NNN000330|394a73cf-a93d-4a76-ba81-ca940e855b49|http://special.library.unlv.edu/ark:/62930/d10r9px7m|"Corner Drug Store wall signs, Winnemucca, Nevada: photographic print"|"<p>View of the Corner Drug Store during the day.</p></br>"|"NNN000330. Northern Nevada Neon, 1922-2021. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d10r9px7m"|||http://special.library.unlv.edu/sites/default/files/2021-06/535999-Thumbnail%20Image.jpg|http://special.library.unlv.edu/system/files/2021-06/535999-Service%20File.jpg||||||"<p>View of the Corner Drug Store during the day.</p></br>"|||||||||||||||||||||||||||
NNN000331|5613393a-51cf-49c0-b777-3d7e04b7ab2e|http://special.library.unlv.edu/ark:/62930/d1r788h05|"Stockmen's Hotel wall signs, Elko, Nevada: photographic print"|"<p>View of Stockmen's Hotel, the neon is not lit during the day and at night with lit neon.</p><p>340 Commercial St, Elko, NV 89801</p></br>"|"NNN000331. Northern Nevada Neon, 1922-2021. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1r788h05"|40.830738|-115.76286|http://special.library.unlv.edu/sites/default/files/2021-06/536000-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/536001-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/536002-Thumbnail%20Image.jpg|http://special.library.unlv.edu/system/files/2021-06/536001-Service%20File.jpg,http://special.library.unlv.edu/system/files/2021-06/536002-Service%20File.jpg|http://special.library.unlv.edu/_flysystem/fedora/NEO%20Neon%20Survey/NNN%20Files/NNN000331/NNN000331-001.jpg,http://special.library.unlv.edu/_flysystem/fedora/NEO%20Neon%20Survey/NNN%20Files/NNN000331/NNN000331-002.jpg|||||"<p>View of Stockmen's Hotel, the neon is not lit during the day and at night with lit neon.</p><p>340 Commercial St, Elko, NV 89801</p></br>"|||||||||||||||||||||||||||
NNN000332|144a38cd-4dc7-4178-98f2-3faa710e57f6|http://special.library.unlv.edu/ark:/62930/d1c24tf9k|"Ranch Inn Motor Lodge sign, Elko, Nevada: photographic print"|"<p>View of the Ranch Inn Motor Lodge sign during the day.</p></br>"|"NNN000332. Northern Nevada Neon, 1922-2021. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1c24tf9k"|||http://special.library.unlv.edu/sites/default/files/2021-06/536003-Thumbnail%20Image.jpg|http://special.library.unlv.edu/system/files/2021-06/536003-Service%20File.jpg|http://special.library.unlv.edu/_flysystem/fedora/NEO%20Neon%20Survey/NNN%20Files/NNN000332/NNN000332-001.jpg|||||"<p>View of the Ranch Inn Motor Lodge sign during the day.</p></br>"|||||||||||||||||||||||||||
NNN000333|809194d0-db98-49ed-a2b0-e2ad387e325b|http://special.library.unlv.edu/ark:/62930/d13j3cv06|"Nevada Bank of Commerce roof mounted signs, Elko, Nevada: photographic print"|"<p>View of the Nevada Bank of Commerce with other small businesses nearby.</p><p>401 Railroad St, Elko, NV 89801</p></br>"|"NNN000333. Northern Nevada Neon, 1922-2021. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d13j3cv06"|40.831845011777|-115.76347593095|http://special.library.unlv.edu/sites/default/files/2021-06/536004-Thumbnail%20Image.jpg|http://special.library.unlv.edu/system/files/2021-06/536004-Service%20File.jpg|http://special.library.unlv.edu/_flysystem/fedora/NEO%20Neon%20Survey/NNN%20Files/NNN000333/NNN000333-001.jpg|||||"<p>View of the Nevada Bank of Commerce with other small businesses nearby.</p><p>401 Railroad St, Elko, NV 89801</p></br>"|||||||||||||||||||||||||||
NNN000334|c7bd6205-fc21-4d2a-bdd9-b9a2cb2bbdc7|http://special.library.unlv.edu/ark:/62930/d1v11zd3r|"Carl's Cafe roof and wall mounted signs, Elko, Nevada: photographic print"|"<p>Exterior view of Carl's Cafe in Elko, NV during the day.</p></br>"|"NNN000334. Northern Nevada Neon, 1922-2021. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1v11zd3r"|||http://special.library.unlv.edu/sites/default/files/2021-06/536005-Thumbnail%20Image.jpg|http://special.library.unlv.edu/system/files/2021-06/536005-Service%20File.jpg|http://special.library.unlv.edu/_flysystem/fedora/NEO%20Neon%20Survey/NNN%20Files/NNN000334/NNN000334-001.jpg|||||"<p>Exterior view of Carl's Cafe in Elko, NV during the day.</p></br>"|||||||||||||||||||||||||||
NNN000335|b7cc461b-684f-4d79-985d-d211744cf8c3|http://special.library.unlv.edu/ark:/62930/d1kh0hs4r|"Unmarked building wall mounted signs, Elko, Nevada: photographic print"|"<p>View of an unspecified building in Elko during the day. The unlit neon signs read ""bar,"" ""restaurant,"" and ""casino.""</p></br>"|"NNN000335. Northern Nevada Neon, 1922-2021. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1kh0hs4r"|||http://special.library.unlv.edu/sites/default/files/2021-06/536006-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/536007-Thumbnail%20Image.jpg,http://special.library.unlv.edu/sites/default/files/2021-06/536008-Thumbnail%20Image.jpg|http://special.library.unlv.edu/system/files/2021-06/536007-Service%20File.jpg,http://special.library.unlv.edu/system/files/2021-06/536008-Service%20File.jpg|http://special.library.unlv.edu/_flysystem/fedora/NEO%20Neon%20Survey/NNN%20Files/NNN000335/NNN000335-001.jpg,http://special.library.unlv.edu/_flysystem/fedora/NEO%20Neon%20Survey/NNN%20Files/NNN000335/NNN000335-002.jpg|||||"<p>View of an unspecified building in Elko during the day. The unlit neon signs read ""bar,"" ""restaurant,"" and ""casino.""</p></br>"|||||||||||||||||||||||||||
NNN000336|5279d12d-714f-49a5-a3de-ac27ddf2ac2f|http://special.library.unlv.edu/ark:/62930/d16972r43|"People's Market lettering signs, Elko, Nevada: photographic print"|"<p>View of the Elko People's Market during the day.</p><p>443 Idaho St, Elko, NV 89801</p></br>"|"NNN000336. Northern Nevada Neon, 1922-2021. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d16972r43"|40.832482|-115.763792|http://special.library.unlv.edu/sites/default/files/2021-06/536009-Thumbnail%20Image.jpg|http://special.library.unlv.edu/system/files/2021-06/536009-Service%20File.jpg|http://special.library.unlv.edu/_flysystem/fedora/NEO%20Neon%20Survey/NNN%20Files/NNN000336/NNN000336-001.jpg|||||"<p>View of the Elko People's Market during the day.</p><p>443 Idaho St, Elko, NV 89801</p></br>"|||||||||||||||||||||||||||
pho003383|bf031eb7-3857-4184-ae6c-e4396f12bab9|http://special.library.unlv.edu/ark:/62930/d1cc5z|"Slide of Hotel National, Las Vegas, after 1923"|"An image of the Hotel National on Fremont Street in downtown Las Vegas."|"pho003383. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1cc5z."|||http://special.library.unlv.edu/sites/default/files/2020-11/320805_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/320805-Service%20File.jpg||||||"An image of the Hotel National on Fremont Street in downtown Las Vegas."|||||||||||||||||||||||||||
pho003384|05300f84-d0f9-475c-a16f-bd5621bf0e7f|http://special.library.unlv.edu/ark:/62930/d17s2q|"Slide of clubs and a hotel on Fremont Street, Las Vegas, circa 1930s"|"An image of automobiles parked in front of clubs and hotels on Fremont Street in downtown Las Vegas."|"pho003384. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d17s2q."|||http://special.library.unlv.edu/sites/default/files/2020-11/320806_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/320806-Service%20File.jpg||||||"An image of automobiles parked in front of clubs and hotels on Fremont Street in downtown Las Vegas."|||||||||||||||||||||||||||
pho003385|725d8b21-6c26-43d7-83ea-db4def94db91|http://special.library.unlv.edu/ark:/62930/d14296|"Slide of the Las Vegas Club's neon signs, Las Vegas, circa 1960s-1970s"|"An image of the exterior corner of the Las Vegas Club at Fremont Street and Second Street in downtown Las Vegas."|"pho003385. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d14296."|||http://special.library.unlv.edu/sites/default/files/2020-11/320807_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/320807-Service%20File.jpg||||||"An image of the exterior corner of the Las Vegas Club at Fremont Street and Second Street in downtown Las Vegas."|||||||||||||||||||||||||||
pho003386|a4b0516b-7ff4-4cb5-9c78-c8ebf3ac1a91|http://special.library.unlv.edu/ark:/62930/d1058m|"Slide of Fremont Street at night, Las Vegas, circa 1930s"|"An image of Fremont Street from the intersection at Second Street, in downtown Las Vegas."|"pho003386. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1058m."|||http://special.library.unlv.edu/sites/default/files/2020-11/320808_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/320808-Service%20File.jpg||||||"An image of Fremont Street from the intersection at Second Street, in downtown Las Vegas."|||||||||||||||||||||||||||
pho003387|feaef105-5d90-4172-9c38-589fbe0deb95|http://special.library.unlv.edu/ark:/62930/d1vk40|"Slide of the Hotel El Rancho Vegas, Las Vegas, circa 1940s"|"An image of the exterior of the Hotel El Rancho Vegas, showing the hotel's sign, outdoor pool area and ""windmill"" tower."|"pho003387. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1vk40."|||http://special.library.unlv.edu/sites/default/files/2020-11/320809_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/320809-Service%20File.jpg||||||"An image of the exterior of the Hotel El Rancho Vegas, showing the hotel's sign, outdoor pool area and ""windmill"" tower."|||||||||||||||||||||||||||
pho003388|7ccb5372-d649-4ab4-8a01-42d2488e93df|http://special.library.unlv.edu/ark:/62930/d1qk3c|"Slide of the Hotel El Rancho Vegas, Las Vegas, Nevada, circa 1940s"|"An image of the exterior of the Hotel El Rancho Vegas, showing the hotel's sign, outdoor pool area and ""windmill"" tower. Site Name: Hotel El Rancho"|"pho003388. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1qk3c."|||http://special.library.unlv.edu/sites/default/files/2020-11/320810_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/320810-Service%20File.jpg||||||"An image of the exterior of the Hotel El Rancho Vegas, showing the hotel's sign, outdoor pool area and ""windmill"" tower. Site Name: Hotel El Rancho"|||||||||||||||||||||||||||
pho003389|2d1246ac-092a-4a14-ad55-f58d65c50dde|http://special.library.unlv.edu/ark:/62930/d1m285|"Slide of the Horseshoe Club's neon signs, Las Vegas, circa 1950s"|"An image of the exterior corner of the Horseshoe Club in downtown Las Vegas. Also visible is a sign for the Hotel Apache."|"pho003389. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1m285."|||http://special.library.unlv.edu/sites/default/files/2020-11/320811_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/320811-Service%20File.jpg||||||"An image of the exterior corner of the Horseshoe Club in downtown Las Vegas. Also visible is a sign for the Hotel Apache."|||||||||||||||||||||||||||
pho003390|28df5e44-81c3-44ba-8d0a-8bf32c7f8c03|http://special.library.unlv.edu/ark:/62930/d1gk4k|"Slide of the Desert Inn at night, Las Vegas, circa 1950s"|"An image of the exterior of Wilbur Clark's Desert Inn at night, including its neon sign."|"pho003390. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1gk4k."|||http://special.library.unlv.edu/sites/default/files/2020-11/320812_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/320812-Service%20File.jpg||||||"An image of the exterior of Wilbur Clark's Desert Inn at night, including its neon sign."|||||||||||||||||||||||||||
pho003391|203b2e27-7dbe-4365-9e67-566f2e045ceb|http://special.library.unlv.edu/ark:/62930/d1bp30|"Slide of the Flamingo Hotel, Las Vegas, circa 1950s"|"An image showing the exterior of the Flamingo Hotel. Also visible are the hotel's neon sign, the ""Champagne Tower,"" and automobiles in the parking lot."|"pho003391. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1bp30."|||http://special.library.unlv.edu/sites/default/files/2020-11/320813_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/320813-Service%20File.jpg||||||"An image showing the exterior of the Flamingo Hotel. Also visible are the hotel's neon sign, the ""Champagne Tower,"" and automobiles in the parking lot."|||||||||||||||||||||||||||
pho003392|33a2d5ef-920e-4867-8752-0b49f679df02|http://special.library.unlv.edu/ark:/62930/d16w0p|"Slide of the El Cortez Hotel, Las Vegas, circa 1950s"|"An image of automobiles parked outside the exterior corner of the El Cortez Hotel in downtown Las Vegas."|"pho003392. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d16w0p."|||http://special.library.unlv.edu/sites/default/files/2020-11/320814_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/320814-Service%20File.jpg||||||"An image of automobiles parked outside the exterior corner of the El Cortez Hotel in downtown Las Vegas."|||||||||||||||||||||||||||
pho003393|b47dd1de-bd16-4f65-81e0-0b61d2e169b2|http://special.library.unlv.edu/ark:/62930/d12z9j|"Slide of Las Vegas Boulevard, Las Vegas, circa 1980s"|"An image of the Las Vegas Strip looking northeast from the ""Welcome to Fabulous Las Vegas"" neon sign."|"pho003393. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d12z9j."|||http://special.library.unlv.edu/sites/default/files/2020-11/320815_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/320815-Service%20File.jpg||||||"An image of the Las Vegas Strip looking northeast from the ""Welcome to Fabulous Las Vegas"" neon sign."|||||||||||||||||||||||||||
pho003394|350f7c23-fef0-4de4-84d1-9a5ec655bc6a|http://special.library.unlv.edu/ark:/62930/d1zg58|"Slide of the Golden Nugget neon sign, Las Vegas, circa late 1940s"|"An image of the exterior corner of the Golden Nugget Gambling Hall at Fremont Street and Second Street in downtown Las Vegas."|"pho003394. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1zg58."|||http://special.library.unlv.edu/sites/default/files/2020-11/320816_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/320816-Service%20File.jpg||||||"An image of the exterior corner of the Golden Nugget Gambling Hall at Fremont Street and Second Street in downtown Las Vegas."|||||||||||||||||||||||||||
pho003395|33857b30-e7e9-4f1e-a33f-be8717d9b36f|http://special.library.unlv.edu/ark:/62930/d1t86b|"Slide of Fremont Street at night, Las Vegas, circa 1980s"|"An image of the neon signs at night on Fremont Street in downtown Las Vegas, looking northwest from Binion's Horseshoe and Golden Nugget toward the Union Plaza."|"pho003395. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1t86b."|||http://special.library.unlv.edu/sites/default/files/2020-11/320817_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/320817-Service%20File.jpg||||||"An image of the neon signs at night on Fremont Street in downtown Las Vegas, looking northwest from Binion's Horseshoe and Golden Nugget toward the Union Plaza."|||||||||||||||||||||||||||
pho003396|39baed42-c871-4c13-ae86-ceb7ca9f9d0d|http://special.library.unlv.edu/ark:/62930/d1pk4f|"Slide of neon signs on Fremont Street, Las Vegas, circa 1980s"|"An image of a time lapse view of Fremont Street in downtown Las Vegas at night, looking southeast from the Las Vegas Club and Golden Gate casino. Various neon signs are visible."|"pho003396. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1pk4f."|||http://special.library.unlv.edu/sites/default/files/2020-11/320818_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/320818-Service%20File.jpg||||||"An image of a time lapse view of Fremont Street in downtown Las Vegas at night, looking southeast from the Las Vegas Club and Golden Gate casino. Various neon signs are visible."|||||||||||||||||||||||||||
pho003397|091d9cd1-ce1c-441e-85a1-3b58791cd2ac|http://special.library.unlv.edu/ark:/62930/d1k58w|"Slide of the Pioneer Club, Las Vegas, circa 1940s"|"An image of neon signs on the exterior of the Pioneer Club at First Street and Fremont Street in downtown Las Vegas. Automobiles are parked outside of the building."|"pho003397. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1k58w."|||http://special.library.unlv.edu/sites/default/files/2020-11/320819_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/320819-Service%20File.jpg||||||"An image of neon signs on the exterior of the Pioneer Club at First Street and Fremont Street in downtown Las Vegas. Automobiles are parked outside of the building."|||||||||||||||||||||||||||
pho003398|8b59a20d-81ab-4be3-8562-8394348a41f2|http://special.library.unlv.edu/ark:/62930/d1fg3v|"Slide of crowd in front of the Mint Hotel for the Mint 400 Desert Race, Las Vegas, circa 1980s"|"An image of a crowd of people gathered on Fremont Street in front of the Mint Hotel in downtown Las Vegas for the Mint 400 Desert Race."|"pho003398. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1fg3v."|||http://special.library.unlv.edu/sites/default/files/2020-11/320820_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/320820-Service%20File.jpg||||||"An image of a crowd of people gathered on Fremont Street in front of the Mint Hotel in downtown Las Vegas for the Mint 400 Desert Race."|||||||||||||||||||||||||||
pho003399|27c74133-b184-450f-a95f-479f2b10808d|http://special.library.unlv.edu/ark:/62930/d19k41|"Slide of the Chief Hotel Court, Las Vegas, 1986"|"An image of the exterior of the Chief Hotel Court in downtown Las Vegas, including its neon sign."|"pho003399. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d19k41."|||http://special.library.unlv.edu/sites/default/files/2020-11/320821_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/320821-Service%20File.jpg||||||"An image of the exterior of the Chief Hotel Court in downtown Las Vegas, including its neon sign."|||||||||||||||||||||||||||
pho003400|265e4d40-b25a-468b-8319-c8936abe3a25|http://special.library.unlv.edu/ark:/62930/d15w0c|"Slide of neon sign for the City Center Motel, Las Vegas, Nevada, 1986"|"City Center Motel neon marquee sign, Las Vegas, Nevada."|"pho003400. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d15w0c."|||http://special.library.unlv.edu/sites/default/files/2020-11/320822_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/320822-Service%20File.jpg||||||"City Center Motel neon marquee sign, Las Vegas, Nevada."|||||||||||||||||||||||||||
pho003401|b25e6964-9ce5-4806-8b7f-15c431bbc398|http://special.library.unlv.edu/ark:/62930/d12587|"Slide of neon sign for the La Concha Motel, Las Vegas, Nevada, circa 1980s"|"La Concha Motel neon sign at night, Las Vegas, Nevada."|"pho003401. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d12587."|||http://special.library.unlv.edu/sites/default/files/2020-11/320823_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/320823-Service%20File.jpg||||||"La Concha Motel neon sign at night, Las Vegas, Nevada."|||||||||||||||||||||||||||
pho003402|c43d035c-124c-4097-bd7f-384271057dd6|http://special.library.unlv.edu/ark:/62930/d1xc69|"Slide of a neon sign with a woman's shoe, Las Vegas, Nevada, circa 1980s"|"Lighted oval electric sign with white neon woman's high heeled shoe in the center. Not the original Silver Slipper."|"pho003402. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1xc69."|||http://special.library.unlv.edu/sites/default/files/2020-11/320824_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/320824-Service%20File.jpg||||||"Lighted oval electric sign with white neon woman's high heeled shoe in the center. Not the original Silver Slipper."|||||||||||||||||||||||||||
pho003403|21fee889-fb25-409d-b1cf-9ecc13290236|http://special.library.unlv.edu/ark:/62930/d1sc49|"Slide of the Silver Slipper neon sign at night, Las Vegas, Nevada, circa 1980s"|"A neon sign for the Silver Slipper on the Las Vegas Strip. Site Name: Silver Slipper (Las Vegas, Nev.)"|"pho003403. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1sc49."|||http://special.library.unlv.edu/sites/default/files/2020-11/320825_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/320825-Service%20File.jpg||||||"A neon sign for the Silver Slipper on the Las Vegas Strip. Site Name: Silver Slipper (Las Vegas, Nev.)"|||||||||||||||||||||||||||
pho003404|94c064c5-2a99-4133-977a-ea03d88f0f56|http://special.library.unlv.edu/ark:/62930/d1ng43|"Slide of Las Vegas Boulevard, Las Vegas, Nevada, circa 1980s"|"View of the Las Vegas Strip, looking northeast from The Frontier Hotel and Desert Inn. Site Name: Las Vegas Boulevard"|"pho003404. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1ng43."|||http://special.library.unlv.edu/sites/default/files/2020-11/320826_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/320826-Service%20File.jpg||||||"View of the Las Vegas Strip, looking northeast from The Frontier Hotel and Desert Inn. Site Name: Las Vegas Boulevard"|||||||||||||||||||||||||||
pho003405|19affa17-c7d0-4893-892e-f39f09624db5|http://special.library.unlv.edu/ark:/62930/d1j576|"Slide of neon signs on Las Vegas Boulevard at night, Las Vegas, Nevada, circa 1980s"|"View of the Las Vegas Strip at night, featuring neon signs for the Frontier (showing Siegfried and Roy in ""Beyond Belief""), the Riviera, Silver City, the El Rancho, the Stardust and the Sahara hotels. Site Name: Las Vegas Boulevard"|"pho003405. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1j576."|||http://special.library.unlv.edu/sites/default/files/2020-11/320827_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/320827-Service%20File.jpg||||||"View of the Las Vegas Strip at night, featuring neon signs for the Frontier (showing Siegfried and Roy in ""Beyond Belief""), the Riviera, Silver City, the El Rancho, the Stardust and the Sahara hotels. Site Name: Las Vegas Boulevard"|||||||||||||||||||||||||||
pho003406|918b0e4a-87bf-45d0-8f3a-e0a6a848aca5|http://special.library.unlv.edu/ark:/62930/d1dc6n|"Slide of neon signs on Las Vegas Boulevard, Las Vegas, Nevada, circa 1980s"|"Neon signs on the Las Vegas Strip at night. Featured are parts of the Frontier, the Stardust, the Riviera and the Sahara hotels signs. Site Name: Las Vegas Boulevard"|"pho003406. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d1dc6n."|||http://special.library.unlv.edu/sites/default/files/2020-11/320828_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/320828-Service%20File.jpg||||||"Neon signs on the Las Vegas Strip at night. Featured are parts of the Frontier, the Stardust, the Riviera and the Sahara hotels signs. Site Name: Las Vegas Boulevard"|||||||||||||||||||||||||||
pho003407|6dcd207e-a9e0-42c0-b2dc-c1917511e6ca|http://special.library.unlv.edu/ark:/62930/d18s1n|"Slide of neon signs at night on Las Vegas Boulevard, circa 1980s"|"Aerial view of the Las Vegas Strip, looking southwest from the Riviera Hotel and Westward Ho."|"pho003407. Neon in Nevada Photograph Collection. PH-00225. Special Collections and Archives, University Libraries, University of Nevada, Las Vegas. Las Vegas, Nevada. http://n2t.net/ark:/62930/d18s1n."|||http://special.library.unlv.edu/sites/default/files/2020-11/320829_thumbnail.png|http://special.library.unlv.edu/sites/default/files/2020-11/320829-Service%20File.jpg||||||"Aerial view of the Las Vegas Strip, looking southwest from the Riviera Hotel and Westward Ho."|||||||||||||||||||||||||||
